company_name,canonical_key,all_names,city,state,sector_guess,stage_guess,funding_musd_hint,valuation_musd_hint,founders_hint,status_hint,why_notable,freq,discovery_urls,sources_files,priority_score,startup_id
Uolo,uolo,Uolo,Gurugram,Haryana,edtech school saas,Series A,7.0,45.8,"Pallav Pandey, Ankur Pandey",active,Blume-backed school platform,1,https://platform.tracxn.com/a/d/company/5393f3a5e4b050e1f4f9bda7/uolo?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,43.5,S0237
AgroStar,agrostar,AgroStar,Pune,Maharashtra,agritech inputs,growth,30.0,0.0,"Sitanshu Sheth, Shardul Sheth",active,Just Climate-led; 10M farmers,1,https://indianstartupnews.com/funding/agritech-startup-agrostar-raises-30-million-led-by-climate-focused-investment-firm-just-climate-10791521,d2_sectors.json,43.4,S0238
30 Sundays,30 sundays,30 Sundays,Gurugram,Haryana,travel ai,Series A,6.7,0.0,"Kshitij Chaudhary, Anuj Punjani, Sumit Mishra",active,Bessemer-led AI holidays,1,https://inc42.com/buzz/traveltech-startup-30-sundays-raises-%E2%82%B961-cr-to-expand-ai-powered-holiday-planning/,d2_sectors.json,43.3,S0239
Intellend Technologies Advisors,intellend technologies advisors,Intellend Technologies Advisors,Mumbai MMR,Maharashtra,fintech embedded lending,Seed,1.2,5.4,,active,MSME embedded finance,1,https://platform.tracxn.com/a/d/company/680e76cc548027255c06be42/intellend%20technologies%20advisors?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,43.1,S0240
Arya.ag (Arya),arya ag arya,Arya.ag;Arya.ag (Arya),Ahmedabad,Gujarat,agritech post-harvest,growth,80.3,0.0,,active,Largest recent agritech round,2,https://entrackr.com/files/entrackr/media/files/2026/01/28/agritech-report-2026-01-28-13-44-14.pdf;https://entrackr.com/report/quarterly-funding-report/indian-startup-funding-climbs-to-nearly-4-bn-in-q1-2026-powered-by-neysa-and-early-stage-deals-11445029,d2_sectors.json,43.0,S0241
Hubilo,hubilo,Hubilo,Ahmedabad,Gujarat,enterprise tech/events,Growth,153.1,0.0,,Private,Ahmedabad enterprise tech,1,https://inc42.com/lists/top-30-funded-startups-in-ahmedabad-2026/,d1_hubs_unicorns.json,43.0,S0242
ProFound (profound),profound profound,ProFound (profound),Bengaluru,Karnataka,ai,Seed,0.16766467065868262,0.0,,active,Stellaris seed,1,https://aistartupimpact.com/india-ai,d2_sectors.json,43.0,S0243
Renee Cosmetics,renee cosmetics,Renee Cosmetics,Ahmedabad,Gujarat,d2c/beauty,Growth,81.5,0.0,,Private,Fast-growing beauty D2C,1,https://inc42.com/lists/top-30-funded-startups-in-ahmedabad-2026/,d1_hubs_unicorns.json,43.0,S0244
Vini Cosmetics (Fogg),vini cosmetics fogg,Vini Cosmetics (Fogg),Ahmedabad,Gujarat,d2c/beauty,Growth,173.6,0.0,Darshan Patel,Private,Ahmedabad D2C anchor,1,https://inc42.com/lists/top-30-funded-startups-in-ahmedabad-2026/,d1_hubs_unicorns.json,43.0,S0245
Vecton AI,vecton ai,Vecton AI,Bengaluru,Karnataka,ai,Pre-Seed,0.08383233532934131,0.0,,active,Pre-seed Zeropearl VC,1,https://aistartupimpact.com/india-ai,d2_sectors.json,42.5,S0246
Dialflo,dialflo,Dialflo,Bengaluru,Karnataka,ai / contact centre,pre-seed,0.02035928143712575,0.0,,ACTIVE — Rs 1.7cr first round Sep 10 2026 led AJVC,"EVENT: Rs 1.7cr first round (Sep 10 2026), AI contact centre",1,https://startuptalky.com/news/daily-indian-funding-roundup-key-news-10-september-2026/,d3_events_recency.json,42.1,S0247
Ammunic Systems,ammunic systems,Ammunic Systems,Bengaluru,Karnataka,defence tech,Early,0.0,0.0,Priyanka and Krishna Singhal,Private,Inc42 best-2025 defence pick,1,https://inc42.com/startups/2025-in-review-the-best-of-inc42s-30-startups-to-watch/,d1_hubs_unicorns.json,42.0,S0248
ANS Commerce,ans commerce,ANS Commerce,Bengaluru,Karnataka,enterprise saas,shutdown,0.0,0.0,,SHUTDOWN Feb 2025 — wound up by Flipkart 3 yrs after acquisition; ~110 staff absorbed,EVENT: shutdown by parent Flipkart Feb 2025,1,https://inc42.com/features/25-indian-startups-shut-down-in-2025/,d3_events_recency.json,42.0,S0249
BharatGPT/Hanooman (Reliance+IIT-Bombay),bharatgpt hanooman reliance iit bombay,BharatGPT/Hanooman (Reliance+IIT-Bombay),Bengaluru,Karnataka,ai/llm consortium,Growth,0.0,0.0,,Private consortium,Reliance/Jio-backed sovereign LLM,1,https://aitechnews.in/krutrim-vs-sarvam-ai-comparison/,d1_hubs_unicorns.json,42.0,S0250
Cellogen Therapeutics,cellogen therapeutics,Cellogen Therapeutics,Bengaluru,Karnataka,biotech cell/gene,early,0.0,0.0,"Sachin Parikh, Anvi Shah, Neehar Modi",active,Affordable CAR-T aim $60-70K,1,https://foundersday.co/india-startup-funding-for-series-a-deals/india-healthcare-startups-series-a,d2_sectors.json,42.0,S0251
Morphing Machines,morphing machines,Morphing Machines,Bengaluru,Karnataka,semiconductor cgra,early,0.0,0.0,"Deepak Shapeti, Suresh Atmanandhan (known)",active,56% of DLI VC cohort,1,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2147821,d2_sectors.json,42.0,S0252
NeuroPixel.AI,neuropixel ai,NeuroPixel.AI,Bengaluru,Karnataka,genai fashion ecommerce,shutdown,0.0,0.0,"Arvind Venugopal Nair, Amritendu Mukherjee",SHUTDOWN Apr 2026 — outcompeted by frontier image models; lost key client (dues unpaid 6mo),"EVENT: shutdown Apr 2026, genAI competitive compression",1,https://www.ceovine.com/indian-startups-shutdowns-2026-the-complete-list,d3_events_recency.json,42.0,S0253
Niro,niro,Niro,Bengaluru,Karnataka,fintech lending,shutdown,0.0,0.0,,SHUTDOWN Oct 2025 — regulatory headwinds + credit quality + capital crunch; $200M disbursed,"EVENT: shutdown Oct 2025, RBI/regulatory pressure on personal lending",1,https://inc42.com/features/25-indian-startups-shut-down-in-2025/,d3_events_recency.json,42.0,S0254
Niyo,niyo,Niyo,Bengaluru,Karnataka,fintech / travel-fintech,growth,0.0,0.0,,ACTIVE — agreed to acquire Capital India Finance forex/cross-border business (RemitX) Sep 2026,"EVENT: RemitX acquisition (Sep 2026), forex branches + distribution",1,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-31-sep-05-12495074,d3_events_recency.json,42.0,S0255
SatSure,satsure,SatSure,Bengaluru,Karnataka,spacetech analytics,growth,0.0,0.0,Prateep Basu (known),active,Top-5 spacetech India,1,https://tracxn.com/d/explore/space-tech-startups-in-india/__1kQLwwvU3y5lRqJwoFJ4obrutrk8Crfwz-bDqAIoNAI/companies,d2_sectors.json,42.0,S0256
Simpl,simpl,Simpl,Bengaluru,Karnataka,fintech bnpl,shutdown-layoff,0.0,0.0,,SHUTDOWN/LAYOFF Sep 2025 — 80 staff (80%) cut after RBI directive forced payments suspension,"EVENT: RBI whiplash Sep 2025 → 80 layoffs, ops suspended",1,https://inc42.com/features/indian-startup-layoff-tracker-2025/,d3_events_recency.json,42.0,S0257
VerSe Innovation,verse innovation,VerSe Innovation,Bengaluru,Karnataka,media (josh/dailyhunt),layoff,0.0,0.0,,"LAYOFF May 2025 — 350 cut (AI automation, profitability)",EVENT: 350 layoffs May 2025,1,https://inc42.com/buzz/a-year-of-pink-slips-9500-layoffs-among-indian-startups-in-2025/,d3_events_recency.json,42.0,S0258
Wow! Momo,wow momo,Wow! Momo,Kolkata,West Bengal,foodtech/qsr,Soonicorn,154.0,256.0,,Private,Kolkata flagship; no unicorn in city yet,1,https://inc42.com/lists/top-30-funded-startups-in-kolkata-2026/,d1_hubs_unicorns.json,42.0,S0259
ARC,arc,ARC,Bengaluru,Karnataka,gaming,pre-seed,1.1,0.0,,"ACTIVE — $1.1M pre-seed Sep 2026 from Chimera VC, MIXI Global","EVENT: $1.1M pre-seed (Sep 2026), gaming",1,https://indianstartupnews.com/funding/indian-startups-raised-over-412-million-from-september-7-to-september-12-2026-pixxel-tops-the-list-12528949,d3_events_recency.json,41.8,S0260
InstaAstro,instaastro,InstaAstro,Gurugram,Haryana,spiritual tech,Series A,12.0,0.0,,ACTIVE — $12M Series A Aug 2026 led Singularity AMC + Artha,"EVENT: $12M Series A (Aug 2026), spiritual wellness",1,https://entrackr.com/report/weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-24-aug-29-12451075,d3_events_recency.json,41.7,S0261
Iztri,iztri,Iztri,Bengaluru,Karnataka,homeservices,seed,1.05,0.0,,"ACTIVE — $1.05M seed Sep 2026 from All In Capital, Suashish Group","EVENT: $1.05M seed (Sep 2026), homeservices",1,https://indianstartupnews.com/funding/indian-startups-raised-over-412-million-from-september-7-to-september-12-2026-pixxel-tops-the-list-12528949,d3_events_recency.json,41.7,S0262
Qila Games,qila games,Qila Games,Bengaluru,Karnataka,gaming,Seed,1.0,0.0,,active,Chimera-backed seed,1,https://tracxn.com/d/explore/gaming-startups-in-india/__l0hd49FrHYYyE-hgF3d8DYfyM7vWKY8fAEFHgB103lo,d2_sectors.json,41.5,S0263
Sasta Sundar,sasta sundar,Sasta Sundar,Kolkata,West Bengal,healthtech/e-pharmacy,Growth,19.0,0.0,,Private,Kolkata healthtech,1,https://inc42.com/lists/top-30-funded-startups-in-kolkata-2026/,d1_hubs_unicorns.json,41.5,S0264
Astrotalk,astrotalk,Astrotalk,Delhi NCR,Delhi,consumer services/astrology | spiritual tech,Unicorn,0.0,1000.0,,ACTIVE UNICORN — entered $1B+ club Aug 2026 per Inc42 | Private,Aug 2026 unicorn entrant,2,https://inc42.com/features/indian-unicorn-tracker-funding-investors-revenue-and-more/,d1_hubs_unicorns.json;d3_events_recency.json,40.0,S0265
CarDekho (GirnarSoft),cardekho girnarsoft,CarDekho (GirnarSoft),Jaipur,Rajasthan,auto marketplace,Unicorn,752.0,0.0,,Private,Jaipur anchor unicorn,1,https://inc42.com/lists/top-30-funded-startups-in-jaipur-2026/,d1_hubs_unicorns.json,40.0,S0266
SagarDefence Engineering,sagardefence engineering,SagarDefence Engineering,Mumbai,Maharashtra,defence marine autonomy,early,0.0,0.0,,active,iDEX marine autonomy winner,1,https://sansad.in/getFile/loksabhaquestions/annex/1711/AU1428.pdf?source=pqals,d2_sectors.json,40.0,S0267
InRisk Labs (EarthRe),inrisk labs earthre,InRisk Labs;InRisk Labs (EarthRe),Ahmedabad,Gujarat,insurtech reinsurance,Series A,27.0,0.0,"Aavrit Singhal, Siddesh Ramasubramanian, Shivakhumar R S, Malay Kumar Poddar",active,First GIFT City reinsurer licence; Tier-2,2,https://indianstartupnews.com/funding/ahmedabad-based-insurtech-startup-inrisk-labs-raises-27-million-from-bessemer-northpoint-capital-12242611;https://entrackr.com/report/indian-startup-funding-nears-1-bn-in-august-after-july-slowdown-12479185,d2_sectors.json,39.7,S0268
Videonetics,videonetics,Videonetics,Kolkata,West Bengal,ai/video analytics,Growth,13.9,0.0,,Private,Kolkata AI video,1,https://inc42.com/lists/top-30-funded-startups-in-kolkata-2026/,d1_hubs_unicorns.json,39.6,S0269
Drivn (DRIVN),drivn drivn,Drivn (DRIVN),,,ev/fintech,Growth,80.0,0.0,,Private,Heavy-EV financing,1,https://entrackr.com/report/quarterly-funding-report/indian-startup-funding-climbs-to-nearly-4-bn-in-q1-2026-powered-by-neysa-and-early-stage-deals-11445029,d1_hubs_unicorns.json,39.0,S0270
Turtlemint,turtlemint,Turtlemint,Mumbai,Maharashtra,insurtech,IPO,0.0,0.0,"Dhirendra Mahyavanshi, Anand Prabhudesai (known)",public,Fintech IPO H1 2026,1,https://www.cnbctv18.com/business/startup/funding-for-indias-fintech-startups-jumps-but-fewer-companies-get-the-money-19947265.htm,d2_sectors.json,39.0,S0271
ValuEnable,valuenable,ValuEnable,Mumbai,Maharashtra,insurtech policy loans,Seed,0.0,0.0,,active,Policy-loan marketplace,1,https://platform.tracxn.com/a/d/company/61ec4fd8dc7eed7b9d869b26/valuenable?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,39.0,S0272
Wellbeing Nutrition,wellbeing nutrition,Wellbeing Nutrition,Mumbai,Maharashtra,d2c wellness,acquired,0.0,0.0,,ACQUIRED — bought by USV (2025-26),"EVENT: USV acquisition (2025-26), wellness",1,https://startupfeed.in/startup-ma-boom-india-strategic-exits-2026/,d3_events_recency.json,39.0,S0273
Alt Carbon,alt carbon,Alt Carbon,Kolkata,West Bengal,climate cdr,Seed,12.0,0.0,"Shrey Agarwal, Sparsh Agarwal",active,Largest India climate seed; ERW,1,https://www.esgtoday.com/india-based-climate-tech-startup-alt-carbon-raises-12-million-to-trap-carbon-in-rocks-and-soil,d2_sectors.json,38.7,S0274
Alphadroid,alphadroid,Alphadroid,Noida,Uttar Pradesh,robotics service,Seed,3.8,15.4,Sanjeev Kumar,active,Alkemi-led service robots,1,https://platform.tracxn.com/a/d/company/661f9d0d5acdd832b9eb1d3f/alphadroid?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,38.2,S0275
Minfy Technologies,minfy technologies,Minfy Technologies,Hyderabad,Telangana,cloud/it services,Profitable private,10.934131736526947,0.0,Vijay and Vivek Jain,Private,ET Bootstrap Champ; profitable at scale,1,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/the-economic-times-startup-awards-2025-and-the-big-winners-are/articleshow/123621820.cms,d1_hubs_unicorns.json,38.2,S0276
Celebal Technologies,celebal technologies,Celebal Technologies,Jaipur,Rajasthan,enterprise ai services,Series B,15.0,0.0,,active,Jaipur enterprise AI flagbearer,1,https://analyticsindiamag.com/ai-trends/these-8-tier-23-cities-powered-indias-startup-growth-in-2025,d2_sectors.json,38.1,S0277
Tonbo Imaging,tonbo imaging,Tonbo Imaging,Bengaluru,Karnataka,defence imaging,growth,0.0,0.0,Arvind Lakshmikumar (known),active,iDEX winner; night-vision systems,1,https://sansad.in/getFile/loksabhaquestions/annex/1711/AU1428.pdf?source=pqals,d2_sectors.json,38.0,S0278
DigitalPaani,digitalpaani,DigitalPaani,Gurugram,Haryana,watertech / ai infra,early,2.3,0.0,,ACTIVE — $2.3M Sep 2026 from Navam Capital,"EVENT: $2.3M round (Sep 2026), AI water infrastructure",1,https://indianstartupnews.com/funding/indian-startups-raised-over-412-million-from-september-7-to-september-12-2026-pixxel-tops-the-list-12528949,d3_events_recency.json,37.8,S0279
Yuma Energy,yuma energy,Yuma Energy,,,ev / battery swapping,Series A,35.0,0.0,,ACTIVE — $35M Series A Sep 1 2026 led Magna International + acquired Grinntech,EVENT: $35M Series A + acquisition of Grinntech (Sep 2026),1,https://beststartup.in/india-startup-funding-september-2026-week-one/,d3_events_recency.json,37.3,S0280
Solinas Integrity,solinas integrity,Solinas Integrity,Chennai,Tamil Nadu,robotics water infra,Series A,5.5,0.0,,active,IITM-incubated water robots,1,https://indianstartupnews.com/tags/robotics,d2_sectors.json,37.2,S0281
Covrzy,covrzy,Covrzy,Bengaluru,Karnataka,insurtech b2b,shutdown,0.0,0.0,"Ankit Kamra, Veera Thota",SHUTDOWN Mar/Apr 2026 — cash crunch; B2B business-insurance comparison,"EVENT: shutdown Q1 2026, insurtech",1,https://www.ceovine.com/indian-startups-shutdowns-2026-the-complete-list,d3_events_recency.json,37.0,S0282
IndiQube,indiqube,IndiQube,Bengaluru,Karnataka,proptech coworking,IPO,0.0,0.0,"Rishi Das, Meghna Agarwal (known)",public,Coworking IPO 2025,1,https://entrackr.com/report/after-2024-revival-indian-proptech-raises-550-mn-in-2025-amid-full-stack-shift-and-ipo-wave-11069442,d2_sectors.json,37.0,S0283
Smartworks,smartworks,Smartworks,Bengaluru,Karnataka,proptech coworking,IPO,0.0,0.0,Neetish Sarda (known),public,Coworking IPO 2025,1,https://entrackr.com/report/after-2024-revival-indian-proptech-raises-550-mn-in-2025-amid-full-stack-shift-and-ipo-wave-11069442,d2_sectors.json,37.0,S0284
Amnex Infotechnologies (Amnex),amnex infotechnologies amnex,Amnex Infotechnologies (Amnex),Ahmedabad,Gujarat,govtech saas,growth,5.508982035928144,0.0,,active,GovTech mega round; Tier-2,1,https://blog.privatecircle.co/india-startup-funding-weekly-aug-15-21-2025,d2_sectors.json,35.2,S0285
MakeMyTrip,makemytrip,MakeMyTrip,Gurugram,Haryana,travel-tech,Public,0.0,6000.0,,IPO 2010,Travel anchor NCR,1,https://growthlist.co/delhi-ncr-startups/,d1_hubs_unicorns.json,35.0,S0286
Spinny,spinny,Spinny,Gurugram,Haryana,auto/used cars,Late/soonicorn,0.0,1000.0,,Private,Near-unicorn; watched for 2026,1,https://growthlist.co/delhi-ncr-startups/,d1_hubs_unicorns.json,35.0,S0287
Traqo,traqo,Traqo,Gurugram,Haryana,logistics saas,Seed,1.0,6.0,,active,TMS SaaS; WFC-backed,1,https://platform.tracxn.com/a/d/company/63a4c60caa50c4650c36ab83/traqo?utm_source=parallel&utm_medium=ai#a:about,d2_sectors.json,34.5,S0288
Trevel,trevel,Trevel,Gurugram,Haryana,ev mobility premium,Seed,1.0,0.0,"Mishu Ahluwalia, Rishi Raj Kochhar, Sahil Jindal",active,Premium EV fleet Delhi NCR,1,https://www.autocarpro.in/news/delhi-ncr-ev-startup-trevel-closes-$1-million-funding-round-133060,d2_sectors.json,34.5,S0289
Runable,runable,Runable,,,ai agents,Series A,21.0,0.0,,ACTIVE — $21M Series A Aug 2026 co-led Susquehanna + Nexus,"EVENT: $21M Series A (Aug 2026), agentic AI",1,https://entrackr.com/report/weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-24-aug-29-12451075,d3_events_recency.json,34.1,S0290
GreenLine,greenline,GreenLine,,,environment/logistics tech,Growth,275.0,0.0,,Private,Top-3 $100M+ round 2025,1,https://tracxn.com/d/insights/market-reports/india-tech-annual-funding-report-2025/__pvsyFahv-Ilo6lB2JbwcePNNWOdgWGMsVyntzEVDIn0,d1_hubs_unicorns.json,34.0,S0291
IDfy,idfy,IDfy,,,regtech/id verification,Growth,53.0,0.0,,Private,Regtech raise Q1 2026,1,https://entrackr.com/report/quarterly-funding-report/indian-startup-funding-climbs-to-nearly-4-bn-in-q1-2026-powered-by-neysa-and-early-stage-deals-11445029,d1_hubs_unicorns.json,34.0,S0292
QWEEN,qween,QWEEN,,,d2c/jewellery,Early,110.0,0.0,,Private,Consumer jewellery early mega-deal,1,https://entrackr.com/report/annual-funding-report/indian-startup-funding-drops-10-to-13-bn-in-2025-but-ipo-count-hits-record-18-10958045,d1_hubs_unicorns.json,34.0,S0293
The Whole Truth,the whole truth,The Whole Truth,,,d2c/healthy snacks,Growth,51.0,0.0,,Private,Clean-label D2C raise,1,https://entrackr.com/report/quarterly-funding-report/indian-startup-funding-climbs-to-nearly-4-bn-in-q1-2026-powered-by-neysa-and-early-stage-deals-11445029,d1_hubs_unicorns.json,34.0,S0294
WinZO,winzo,WinZO,,,gaming real-money,Series C,92.0,0.0,"Paavan Nanda, Saumya Singh Rathore (known)",active,Social gaming unicorn-track,1,https://tracxn.com/d/explore/gaming-startups-in-india/__l0hd49FrHYYyE-hgF3d8DYfyM7vWKY8fAEFHgB103lo/companies,d2_sectors.json,34.0,S0295
Nestasia,nestasia,Nestasia,Kolkata,West Bengal,ecommerce/home,Early,12.4,0.0,,Private,Kolkata D2C home,1,https://inc42.com/lists/top-30-funded-startups-in-kolkata-2026/,d1_hubs_unicorns.json,33.9,S0296
Zettaone,zettaone,Zettaone,,,semiconductors,Series B,19.8,0.0,,ACTIVE — $19.8M Series B Aug 2026 led Jubilant Ingrevia,"EVENT: $19.8M Series B (Aug 2026), semiconductors",1,https://startuptalky.com/indian-startups-funding-investors-data-2026/,d3_events_recency.json,33.8,S0297
Landeed,landeed,Landeed,Hyderabad,Telangana,proptech title search,early,5.0,0.0,Sanjay Mandava,active,AI title search,1,https://fintech.global/2025/01/27/indian-proptech-startup-landeed-secures-5m-to-boost-ai-capabilities,d2_sectors.json,33.7,S0298
Milky Mist,milky mist,Milky Mist,,,dairy / d2c food,IPO,18.59880239520958,0.0,,LISTED/IPO — Rs 1553cr IPO opened Aug 11 2026 (band Rs 133-140); strong debut,"EVENT: IPO Aug 11 2026 (Rs 1553cr), dairy debut",1,https://www.fortuneindia.com/markets/august-turns-ipogust-as-11-firms-line-up-to-raise-21272-cr-dhoot-transmission-shiprocket-milky-mist-4-others-to-open-this-week/152917,d3_events_recency.json,33.4,S0299
QuickShift,quickshift,QuickShift,Gurugram,Haryana,logistics fulfillment,Pre-Series A,2.6,0.0,Anshul Goenka,active,AI-led D2C fulfillment,1,https://www.indianstartuptimes.com/investment/quickshift-raises-2-6m-pre-series-a-funding-rs-22-cr-led-by-atomic-capital-to-expand-ai-led-d2c-fulfillment-platform-supply-chain-logistics-in-india,d2_sectors.json,33.3,S0300
Atlan,atlan,Atlan,Delhi NCR,Delhi,saas/data collaboration,Growth,0.0,0.0,"Prukalpa Sankar, Varun Banka",Private,ET Woman Ahead 2025; ex-SocialCops,1,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/the-economic-times-startup-awards-2025-and-the-big-winners-are/articleshow/123621820.cms,d1_hubs_unicorns.json,32.0,S0301
CHOSEN (skin/hair),chosen skin hair,CHOSEN (skin/hair),Chennai,Tamil Nadu,d2c beauty,Series A,5.0,0.0,Dr Renita Rajan,active,Fireside + L'Oreal BOLD,1,https://pulse.d2cinsider.com/chosen-raises-5-mn-series-a-accelerating-growth-in-indias-d2c-beauty-and-skincare-ecosystem,d2_sectors.json,31.7,S0302
Big Mishra,big mishra,Big Mishra,,,food / agriculture,Series C,31.3,0.0,,ACTIVE — $31.3M Series C Aug 2026 led Bharat Value Fund,EVENT: $31.3M Series C (Aug 2026),1,https://startuptalky.com/indian-startups-funding-investors-data-2026/,d3_events_recency.json,31.6,S0303
Centricity,centricity,Centricity,,,wealthtech,early,30.0,0.0,,ACTIVE — $30M Aug 2026 (Entrackr monthly top early-stage),"EVENT: $30M round (Aug 2026), wealthtech",1,https://entrackr.com/report/indian-startup-funding-nears-1-bn-in-august-after-july-slowdown-12479185,d3_events_recency.json,31.4,S0304
Graph AI,graph ai,Graph AI,,,ai / healthtech,Series A,13.3,0.0,,ACTIVE — $13.3M Series A Sep 10 2026 led Insight Partners; AI patient safety,"EVENT: $13.3M Series A (Sep 10 2026), AI patient safety",1,https://startuptalky.com/news/daily-indian-funding-roundup-key-news-10-september-2026/,d3_events_recency.json,31.3,S0305
GROWiT India,growit india,GROWiT India,Pune,Maharashtra,agritech crop protection,early,3.0,0.0,,active,GVFL round,1,http://quatrohive.com/agritech-startup-growit-raises-3-million-in-funding-round-led-by-gvfl,d2_sectors.json,30.0,S0306
Mindgrove Technologies,mindgrove technologies,Mindgrove Technologies,Chennai,Tamil Nadu,semiconductor cctv soc,early,1.0179640718562875,0.0,"Shashank Deshpande, Sharan Jagathrakshakan (known)",active,CCTV chip; taped out 2025,1,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2147821,d2_sectors.json,29.6,S0307
NeoGeo,neogeo,NeoGeo,,,unknown,Series A,20.0,0.0,,ACTIVE — $20M Series A Aug 2026 led Neev II + Aavishkaar,EVENT: $20M Series A (Aug 2026),1,https://entrackr.com/report/weekly-funding-report-weekly-funding-report/funding-and-acquisitions-in-indian-startups-this-week-aug-17-aug-22-12412429,d3_events_recency.json,28.8,S0308
Kepler Aerospace,kepler aerospace,Kepler Aerospace,,,spacetech,seed,8.0,0.0,,ACTIVE — $8M seed Sep 2026 led Blue Ashva Capital,"EVENT: $8M seed (Sep 2026), space infrastructure",1,https://beststartup.in/india-startup-funding-september-2026-week-one/,d3_events_recency.json,28.3,S0309
CARS24,cars24,CARS24,Gurugram,Haryana,auto marketplace | used cars,Unicorn,0.0,0.0,,LAYOFF Apr 2025 — 200 cut (product/tech restructuring) | Private,Auto unicorn,2,https://inc42.com/features/indian-startup-layoff-tracker-2025/;https://www.failory.com/startups/gurgaon,d1_hubs_unicorns.json;d3_events_recency.json,28.0,S0310
DealShare,dealshare,DealShare,Jaipur,Rajasthan,social commerce,Unicorn,5.9880239520958085,0.0,,Private,Jaipur-founded 2nd unicorn,1,https://inc42.com/lists/top-30-funded-startups-in-jaipur-2026/,d1_hubs_unicorns.json,27.7,S0311
Chakr Innovation,chakr innovation,Chakr Innovation,Delhi NCR,Delhi,cleantech/emission control,Growth,0.0,0.0,Kushagra Srivastava,Private,ET Social Enterprise; 1500+ clients,1,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/the-economic-times-startup-awards-2025-and-the-big-winners-are/articleshow/123621820.cms,d1_hubs_unicorns.json,27.0,S0312
Dhruva Space,dhruva space,Dhruva Space,Hyderabad,Telangana,spacetech infra,growth,0.0,0.0,Sanjay Nekkanti (known),active,Full-stack space infra,1,https://tracxn.com/d/explore/space-tech-startups-in-india/__1kQLwwvU3y5lRqJwoFJ4obrutrk8Crfwz-bDqAIoNAI/companies,d2_sectors.json,27.0,S0313
Nawgati,nawgati,Nawgati,Delhi NCR,Delhi,fuel-tech,Early,0.0,0.0,"Vaibhav Kaushik, Aalaap Nair, Aryan Sisodia",Private,ET Best on Campus; 1000+ fuel outlets,1,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/the-economic-times-startup-awards-2025-and-the-big-winners-are/articleshow/123621820.cms,d1_hubs_unicorns.json,27.0,S0314
Zaggle,zaggle,Zaggle,Hyderabad,Telangana,fintech/spend management,Listed/unicorn,0.0,0.0,,Listed,Hyderabad unicorn cohort,1,https://inc42.com/lists/top-30-funded-startups-in-hyderabad-2026/,d1_hubs_unicorns.json,27.0,S0315
R for Rabbit,r for rabbit,R for Rabbit,Ahmedabad,Gujarat,d2c baby products,growth,2.81437125748503,0.0,,active,Baby products Tier-2 raise,1,https://blog.privatecircle.co/india-startup-funding-weekly-aug-15-21-2025,d2_sectors.json,26.7,S0316
BharatAgri,bharatagri,BharatAgri,,,agritech,shutdown,14.0,0.0,,SHUTDOWN Nov 2025 — funding crunch; 37 staff; leftover capital returned,"EVENT: shutdown Nov 2025, returned leftover capital",1,https://inc42.com/features/25-indian-startups-shut-down-in-2025/,d3_events_recency.json,26.6,S0317
BluSmart,blusmart,BluSmart,Ahmedabad,Gujarat,ev ride-hailing,Growth,0.0,0.0,,Private (verify) | SHUTDOWN 2025 — alleged founder fund misuse; SEBI probe + NCLT insolvency; refunds crisis,EV fleet ride-hailing,2,https://inc42.com/features/25-indian-startups-shut-down-in-2025/;https://inc42.com/lists/list-of-startups-in-ahmedabad/,d1_hubs_unicorns.json;d3_events_recency.json,26.0,S0318
Yantra Packs,yantra packs,Yantra Packs,Gurugram,Haryana,logistics packaging,Seed,0.1437125748502994,0.0,"Vipul Battu, Karan Saharan",active,Reusable packaging pooling; Trakkia,1,https://indianstartupnews.com/funding/logistics-and-supply-chain-startup-yantra-packs-raises-rs-12-crore-in-seed-funding-from-caret-capital-12398243,d2_sectors.json,25.9,S0319
Cradlewise,cradlewise,Cradlewise,,,d2c / baby tech,Series A,12.0,0.0,,ACTIVE — $12M Series A Sep 2026 led 3one4 + Prudent IM,"EVENT: $12M Series A (Sep 2026), smart baby monitoring",1,https://yourstory.com/2026/09/weekly-funding-roundup-aug-29-sept-4-marginal-dip-in-fund-inflow,d3_events_recency.json,25.7,S0320
Jaipur Robotics,jaipur robotics,Jaipur Robotics,,,robotics / computer vision,seed,4.9,0.0,,ACTIVE — Rs 47.2cr seed Sep 2026 led EquityPitcher + HTGF,"EVENT: Rs 47.2cr seed (Sep 2026), industrial waste-monitoring vision",1,https://indianstartupnews.com/funding/indian-startups-raised-over-412-million-from-september-7-to-september-12-2026-pixxel-tops-the-list-12528949,d3_events_recency.json,25.6,S0321
