product_id,startup_id,name,category,description,b2b_b2c,pricing_model,launch_date,status,source_id,confidence,notes
PRD0514,S0110,Lab-Grown Diamonds,Fine Jewellery,Lab-grown diamond jewellery with gold and silver settings,,Fixed price,2024,active,SRC01925,HIGH,
PRD0515,S0110,IXIA by GIVA,Demi-fine Jewellery,PVD gold-coated surgical-grade stainless steel jewellery for Gen Z/millennials,,Fixed price,UNKNOWN,active,SRC01915,MEDIUM,
PRD0516,S0110,Men's Jewellery,Fine Jewellery,Expanded category for male customers,,Fixed price,2024,active,SRC01925,MEDIUM,
PRD0517,S0110,Kids Jewellery,Fine Jewellery,Children's jewellery collection,,Fixed price,2024,active,SRC01925,MEDIUM,
PRD0518,S0112,Moglix marketplace (moglix.com),,,,,,active,SRC01944,HIGH,
PRD0519,S0112,Credlix (supply-chain financing platform),,,,,,active,SRC01962,HIGH,
PRD0520,S0117,smallcases (Model Portfolios),Investment Products,Curated baskets of stocks and ETFs representing themes/strategies,B2C + B2B,Subscription/transaction-based,2016,Active,SRC01998,HIGH,
PRD0521,S0117,Zerodha Fund House AMC (JV),Asset Management,Joint venture with Zerodha for passive investment products,B2B,N/A,2023,Active,SRC01995,HIGH,
PRD0522,S0118,StockGro App,Social Investment Platform,"Gamified virtual trading platform enabling users to learn stock market investing through simulated trading, compete with others, and follow SEBI-registered experts",,Freemium / Subscription,2020-01-13,Active,SRC02006,HIGH,
PRD0523,S0118,Stoxo,AI Research Assistant,"AI-powered stock market research tool that answers investing questions with signal-rich, decision-ready insights powered by AI, SEBI-registered analyst intelligence, and real investor conversations",,Included with platform,2025-12-01,Active,SRC02004,HIGH,Recently launched as of Dec 2025 per VCCircle
PRD0524,S0118,StockGro for Business / Institutional,B2B Campus Solution,B2B offering for educational institutions and colleges to provide stock market learning programs; partnerships with 1500+ educational institutions globally,,Enterprise,UNKNOWN,Active,SRC02004,MEDIUM,1500+ educational institution partnerships confirmed; specific IIM-SIM product not verified
PRD0525,S0118,Free Courses & Learning Programs,EdTech,"Free courses and structured learning programs for financial literacy covering stocks, trading, mutual funds, IPOs, etc.",,Free,UNKNOWN,Active,SRC02007,HIGH,
PRD0526,S0119,Yulu Dex,EV Two-wheeler (delivery),"Grey electric bike with rear carrier, better shock absorbers, designed for gig-worker deliveries. Speed capped at 25 kmph. No licence required.",,,2022,Active,SRC02021,HIGH,
PRD0527,S0119,Yulu Miracle,EV Two-wheeler (consumer),Blue low-speed electric bike (25 kmph) aimed at individual commuters for short metro city commutes. No licence required.,,,2017,Active (limited),SRC02030,HIGH,
PRD0528,S0119,Yulu Wynn,"EV Two-wheeler (consumer, for sale)","Stylish version of Miracle made by Bajaj Auto. Available for purchase at ~Rs 55,000 upfront + subscription plan (Rs 600/700/900/month).",,,2023,Active (wider rollout paused as of Jul 2026),SRC02030,HIGH,
PRD0529,S0119,Yulu Express,EV Two-wheeler (high-speed logistics),"Full-sized, high-payload electric scooter (45 kmph) for e-commerce logistics, bike taxis, and express parcel delivery. Two-seater.",,,2025-2026,In development/launching,SRC02019,HIGH,
PRD0530,S0119,Yuma Energy,Battery-as-a-Service (BaaS),JV with Magna International for battery-swapping infrastructure. 300+ stations in high-demand delivery hubs. Open to other EV players.,,,2023,Active,SRC02030,HIGH,
PRD0531,S0119,Wrong-way ride detection,Safety technology,"Patent-pending IoT technology that alerts riders when moving against traffic flow. Operational across 18,000 bikes in Bengaluru.",,,2024,Active,SRC02022,HIGH,
PRD0532,S0120,Zenoti OS,Core Platform,"All-in-one cloud-based platform integrating bookings, payments, payroll, marketing, inventory, and AI agents",,Subscription SaaS,2010,active,SRC02040,HIGH,
PRD0533,S0120,AI Receptionist,AI Agent,"24/7 AI-powered call answering, booking, and rescheduling",,Included in platform,2024,active,SRC02040,MEDIUM,
PRD0534,S0120,AI Concierge,AI Agent,"Automated reminders, upsells, and follow-ups for guest engagement",,Included in platform,2024,active,SRC02040,MEDIUM,
PRD0535,S0120,AI Lead Manager,AI Agent,"Multi-channel lead capture, qualification, and automated follow-up",,Included in platform,2024,active,SRC02040,MEDIUM,
PRD0536,S0120,AI Marketer,AI Agent,"Automated campaigns, audience segmentation, reputation management",,Included in platform,2024,active,SRC02040,MEDIUM,
PRD0537,S0120,AI Scribe,AI Agent,"SOAP note generation, treatment summaries, HIPAA-ready documentation",,Included in platform,2024,active,SRC02040,MEDIUM,
PRD0538,S0120,AI Dispute Manager,AI Agent,Automated chargeback detection and evidence compilation,,Included in platform,2024,active,SRC02040,MEDIUM,
PRD0539,S0120,AI Business Advisor,AI Agent,KPI monitoring and business insights,,Included in platform,2024,active,SRC02040,MEDIUM,
PRD0540,S0120,MyZen Provider App,Staff App,"Personalized app for staff to manage goals, tips, schedules, performance",,Included in platform,UNKNOWN,active,SRC02040,MEDIUM,
PRD0541,S0120,Zenoti Mobile,Mobile App,"Run operations on the go - bookings, payments, inventory, reports",,Included in platform,UNKNOWN,active,SRC02040,MEDIUM,
PRD0542,S0120,Zenoti for Franchise,Franchise Management,Multi-location franchise management capabilities,,Included in platform,UNKNOWN,active,SRC02040,MEDIUM,
PRD0543,S0123,Skin Radiance De-Tan Mask,Face Care - Masks,De-tans and brightens in 10 minutes; category-defining product,,Retail,,active,SRC02085,HIGH,
PRD0544,S0123,Pore Clarifying Swirl Mask,Face Care - Masks,Clearer & brighter skin in just 7 minutes,,Retail,,active,SRC02085,HIGH,
PRD0545,S0123,GLOW20 10% Vitamin C-Glutathione Serum,Face Care - Serums,Advanced Brightening Serum; brightens skin in 8 ways,,Retail,,active,SRC02085,HIGH,
PRD0546,S0123,GLOW20 Vitamin C & Papaya Enzyme Moisturizer,Face Care - Moisturizers,India's 1st moisturiser that works like a daily facial,,Retail,,active,SRC02085,HIGH,
PRD0547,S0123,12% Niacinamide Clarifying Serum,Face Care - Serums,Deletes 7 signs of acne & acne marks,,Retail,,active,SRC02085,HIGH,
PRD0548,S0123,Oil Balancing Moisturizer with Niacinamide & Cica,Face Care - Moisturizers,8+ hours of oil control + pearlescent glow,,Retail,,active,SRC02085,HIGH,
PRD0549,S0123,Ice-burst Cooling SPF 50 Matte Gel Sunscreen,Face Care - Sunscreen,"Prevents tan, controls oil & cools; In-Vivo Tested",,Retail,,active,SRC02085,HIGH,
PRD0550,S0123,Super Glow De-tan Face Wash,Face Care - Cleansers,Deep pore-cleansing for instant glow,,Retail,,active,SRC02085,HIGH,
PRD0551,S0123,Hula Hoop Brightening Body Wash,Body Care - Body Wash,Brightens & evens skin tone; part of Hula Hoop bodycare line,,Retail,2025-12-09,active,SRC02088,HIGH,
PRD0552,S0123,Hula Hoop Exfoliating Body Wash with 2% Salicylic Acid,Body Care - Body Wash,"Gently exfoliates for smoother, acne-free skin",,Retail,2025-12-09,active,SRC02088,HIGH,
PRD0553,S0123,Hula Hoop Brightening Body Lotion with Niacinamide & Kojic Acid,Body Care - Body Lotion,4-in-1 body lotion,,Retail,2025-12-09,active,SRC02088,HIGH,
PRD0554,S0123,Hula Hoop Foaming Exfoliating Body Polish,Body Care - Body Scrub,"Gently exfoliates for smoother, acne-free skin",,Retail,2025-12-09,active,SRC02088,HIGH,
PRD0555,S0123,Hula Hoop Golden Armour Body Glow Sunscreen SPF 50,Body Care - Sunscreen,Golden glow with every use; prevents tan & fades pigmentation,,Retail,2025-12-09,active,SRC02088,HIGH,
PRD0556,S0123,Hula Hoop Foaming De-Tan Body Scrub,Body Care - Body Scrub,"Reduces Tan, smoothens texture, & restores brightness",,Retail,2025-12-09,active,SRC02088,HIGH,
PRD0557,S0123,Hula Hoop Ultra Nourishing Body Lotion with Ceramides,Body Care - Body Lotion,"Nourishes, hydrates, and strengthens skin barrier",,Retail,2025-12-09,active,SRC02088,HIGH,
PRD0558,S0123,Hula Hoop 8% De-Tan Body Wash,Body Care - Body Wash,"Reduces tan, corrects pigmentation, & repairs skin barrier",,Retail,2025-12-09,active,SRC02088,HIGH,
PRD0559,S0125,Core Worker Dormitories,workforce housing,"Twin and quad modular rooms with shared amenities, 50 to 1000+ beds. Factory-built, deployed in 60 days.",,B2B lease,UNKNOWN,active,SRC02097,HIGH,
PRD0560,S0125,HerSpace Secure,women's housing,"Dedicated access-controlled accommodation with female wardens, 24/7 monitoring, biometric entry. Designed for women workers in manufacturing.",,B2B lease,UNKNOWN,active,SRC02097,HIGH,
PRD0561,S0125,Long-stay Family Units,workforce housing,Self-contained 1-2 room units for supervisors and long-tenure staff who relocate with families.,,B2B lease,UNKNOWN,active,SRC02097,HIGH,
PRD0562,S0125,Site Offices & Welfare,site infrastructure,"Modular offices, clinics, dining and recreation blocks for industrial sites.",,B2B lease,UNKNOWN,active,SRC02097,HIGH,
PRD0563,S0126,Men's fast-fashion apparel,Apparel,"Shirts, jeans, jackets, hoodies, co-ords, sweaters, innerwear; weekly drops; fast-fashion model",,D2C online + marketplace + offline retail,2019,active,SRC02106,HIGH,
PRD0564,S0126,Snitch Quick,Quick commerce,60-minute apparel delivery service; launched Oct 2025,,Same as online,2025-10,active,SRC02106,HIGH,
PRD0565,S0126,Berrylush,Womenswear,Women's western-wear label; acquired July 2026; operates as independent brand; BERRYLUSH 2.0 planned,,D2C + offline,2026-07-28,active,SRC02110,HIGH,
PRD0566,S0126,"Perfumes, footwear, accessories",Lifestyle,Adjacent category expansion beyond apparel,,D2C,2026,active,SRC02106,MEDIUM,
PRD0567,S0128,Strategy Builder,AI collections engine,Allows lenders to design and automate collection workflows with AI-driven optimizations; delivers 35% improvement in bounce and resolution rates,,SaaS subscription,2025,active,SRC02125,HIGH,
PRD0568,S0128,AI Voice Agents,Conversational AI,Human-sounding voice agents in all 11 Indian languages for borrower conversations; industry-lowest latency; smart turn detection; noise cancellation,,SaaS subscription,2025,active,SRC02131,HIGH,
PRD0569,S0128,AI-powered Early Warning Score,Risk analytics,Predicts self-cure rates and default probabilities; identifies potential defaulters before missed payments; segments borrowers by behaviour and payment intent,,SaaS subscription,2025,active,SRC02129,HIGH,
PRD0570,S0128,Digital Communication Pipeline,Omnichannel engagement,"Automated messaging channels, localised voice interactions, field force management applications; multi-channel engagement orchestration",,SaaS subscription,2025,active,SRC02125,HIGH,
PRD0571,S0128,Real-time AI Auditing,Compliance,Monitors customer interactions with agents or system; flags potential violations of lender policies in real-time,,SaaS subscription,2025,active,SRC02129,HIGH,
PRD0572,S0130,BG C12 MaxR,electric scooter,"178 km ARAI certified range, 3.8 kWh Battery, new WSA platform with HyperZen integrated motor. Introductory price Rs 1,45,990; ex-showroom Rs 1,59,990.",,"ex-showroom Rs 1,59,990 (introductory Rs 1,45,990)",2026-09-09,launched,SRC02143,HIGH,
PRD0573,S0130,BG MAX C12 3.0,electric scooter,"123 km ARAI certified range, 2.7 kWh removable battery. Ex-showroom Rs 1,34,990.",,"ex-showroom Rs 1,34,990",2025,available,SRC02143,HIGH,
PRD0574,S0130,BG MAX C12i 2.0,electric scooter,"123 km ARAI certified range, 2.7 kWh removable battery. Ex-showroom Rs 1,28,990.",,"ex-showroom Rs 1,28,990",2025,available,SRC02143,HIGH,
PRD0575,S0130,BG C12i EX,electric scooter,"85 km ARAI certified range, 2.0 kWh battery. Ex-showroom Rs 1,09,990.",,"ex-showroom Rs 1,09,990",2025,available,SRC02143,HIGH,
PRD0576,S0130,BG OoWah MAX Plus,electric scooter,"145 km ARAI certified range, 3.0 kWh removable battery. Ex-showroom Rs 1,22,990.",,"ex-showroom Rs 1,22,990",2025,available,SRC02143,HIGH,
PRD0577,S0130,BG OoWah EX,electric scooter,"105 km ARAI certified range, 2.3 kWh removable battery. Ex-showroom Rs 94,990.",,"ex-showroom Rs 94,990",2025,available,SRC02143,HIGH,
PRD0578,S0130,BG RUV 350,electric scooter (rugged hybrid),"145 km ARAI certified range, 3 kWh non-removable battery, strong metal body, 16-inch alloy wheels. Ex-showroom Rs 1,43,990. Launched June 2024.",,"ex-showroom Rs 1,43,990",2024-06,available,SRC02143,HIGH,
PRD0579,S0130,BG D15,electric scooter (B2B),"Mobile app-enabled IoT features, real-time ride statistics. Positioned for B2B commutes.",,,,available,SRC02152,MEDIUM,
PRD0580,S0134,Chargebee Billing,Subscription Management,Core subscription billing and recurring revenue management platform,,"Pay-as-you-go: free first $250K, then 0.75%; Performance $599/mo; Enterprise custom",2011,Active,SRC02193,HIGH,
PRD0581,S0134,Chargebee RevRec,Revenue Recognition,Automated ASC 606 / IFRS 15 revenue recognition software,,Custom pricing,2021-10-05,Active,SRC02194,HIGH,
PRD0582,S0134,Chargebee Receivables,Accounts Receivable,Automated receivables and collections management (from Numberz acquisition),,Custom,2022-02-24,Active,SRC02195,HIGH,
PRD0583,S0134,Chargebee Retention,Customer Retention,Churn deflection and retention automation (from Brightback acquisition),,From $250/mo,2022-07-28,Active,SRC02196,HIGH,
PRD0584,S0134,Chargebee Entitlements,Feature Management,Feature provisioning and entitlement management,,Custom,2022-07-28,Active,SRC02196,HIGH,
PRD0585,S0134,Chargebee CPQ,Configure Price Quote,Quote-to-cash automation for enterprise sales,,Free for first 50 quotes,2024,Active,SRC02197,HIGH,
PRD0586,S0134,Inai (payments intelligence),Payments Analytics,"AI-powered payments intelligence, real-time analytics, settlement and fee intelligence",,Acquired,2025-09-03,Active (acquired),SRC02182,HIGH,
PRD0587,S0134,Trainn,Video Training,Hyper-personalised video creation for customer training,,Acquired,2025-03-28,Active (acquired),SRC02198,HIGH,
PRD0588,S0134,RevenueWorks,Revenue Management,Not found as a current Chargebee product; possibly refers to the broader Revenue Growth Management platform positioning,,N/A,,UNKNOWN,,LOW,No evidence of a product called RevenueWorks found
PRD0589,S0135,Express Parcel,B2C 3PL Logistics,E-commerce express delivery; India's largest network,,,2011,Active,SRC02212,HIGH,
PRD0590,S0135,Part Truck Load (PTL),B2B Freight,Part-truck load freight transportation; fastest growing PTL in India,,,2021,Active,SRC02220,HIGH,
PRD0591,S0135,Supply Chain Services,B2B Logistics,Warehousing and integrated supply chain solutions,,,2011,Active,SRC02217,HIGH,
PRD0592,S0135,Delhivery Fintech Distribution,Financial Services,Wholly owned fintech distribution subsidiary; RBI-approved NBFC-ND,,,2026-06-02,Active,SRC02227,HIGH,
PRD0593,S0135,Delhivery Fintech Distribution NBFC,Financial Services,RBI Certificate of Registration as NBFC-ND approved,,,2026,Active,SRC02228,HIGH,
PRD0594,S0138,OYO Rooms,budget_hotel,Budget hotel aggregation and company-serviced brand; core consumer-facing brand,,marketplace + company-serviced,2013,active,SRC02252,HIGH,
PRD0595,S0138,Townhouse,mid_market_hotel,Mid-segment company-serviced hotel brand,,company-serviced,unknown,active,SRC02257,MEDIUM,
PRD0596,S0138,Sunday,premium_hotel,Premium and design-centric boutique hotel brand,,company-serviced,unknown,active,SRC02256,HIGH,
PRD0597,S0138,OYO Vacation Homes,vacation_rental,"Vacation rental platform in Europe; includes Belvilla, DanCenter, CheckMyGuest",,marketplace,unknown,active,SRC02254,HIGH,
PRD0598,S0138,Motel 6,budget_motel,US budget motel brand acquired via G6 Hospitality,,company-serviced,2024-12,active,SRC02255,HIGH,
PRD0599,S0138,Studio 6,budget_motel,US extended-stay motel brand acquired via G6 Hospitality,,company-serviced,2024-12,active,SRC02255,HIGH,
PRD0600,S0138,Innov8,co_working,Premium co-working spaces; acquired by OYO in 2019,,membership,2019,active,SRC02265,HIGH,
PRD0601,S0138,OYO Workstation,co_working,Co-working brand (likely synonymous with or related to Innov8),,membership,unknown,active,,LOW,Not independently verified as separate brand; may be Innov8
PRD0602,S0144,Proof of Gamer (PoG) Engine,verification protocol,"Proprietary proof-of-human protocol that validates actions, builds identity, and unlocks rewards for gamers through on-chain verification",,B2B commission (2-5% on IAPs),2022,active,SRC02307,HIGH,
PRD0603,S0144,VeriFi,identity verification,"Proprietary proof-of-human protocol providing verified human infrastructure including RL feedback, preference modelling, and evaluation datasets to enterprise AI laboratories",,B2B data services,2025,active,SRC02310,HIGH,
PRD0604,S0144,$KGEN Token,tokenomics,Native token of the KGeN ecosystem; rKGEN tokens swap 1:1 for $KGEN; tokenomics link protocol revenue to permanent supply reduction,,token,2025-04-20,active,SRC02317,HIGH,
PRD0605,S0144,KGeN 2.0,platform upgrade,Framework linking platform revenue to recurring token supply reduction; Genesis Burn retired 22M tokens (10% of circulating supply); AI revenue funds programmatic buy-and-retire,,N/A,2026-06-05,active,SRC02310,HIGH,
PRD0606,S0144,LIFT// Academy,training program,Virtual training academy launched with Riot Games to produce Valorant athletes in India,,free,2024-09-18,active,SRC02318,HIGH,
PRD0607,S0144,AI Data Division,AI training data,"Provides verified human intelligence to Frontier AI and Robotics laboratories for pre-training, reinforcement learning, preference modelling, model evaluation, and dataset creation",,B2B contracts,2025,active,SRC02310,HIGH,
PRD0608,S0145,Seekho App,edutainment short-video platform,"India's first edutainment OTT platform with 10,000+ bite-sized learning videos across Technology, Money, Business, and 10+ categories. AI-powered interactive content. Available on Android and iOS.",,"Subscription-only: ₹149/month (Android), ₹199/month (iOS), ₹599/year; 7-day free trial; no free tier or ad-supported option",2020-08-01,active,SRC02334,HIGH,
PRD0609,S0145,Seekho Plus,premium subscription tier,"Ad-free subscription with access to all 10,000+ expert-led learning videos across Business, Technology, Money, Social Media and 10+ categories.",,"₹149/month (Android), ₹199/month (iOS), ₹599/year",,active,SRC02338,MEDIUM,
PRD0610,S0145,Seekho/Arivu/English Seekho/Nerchuko/Seekho Jr/Kali/Vidhya,language-specific app variants,Multiple app variants for different languages and audiences as listed on the official website.,,Subscription,,active,SRC02334,MEDIUM,
PRD0611,S0145,B2B Skilling,enterprise training,No evidence of B2B enterprise skilling product found. Seekho operates exclusively as B2C consumer subscription.,,N/A,,not_found,,HIGH,
PRD0612,S0146,AVA-NP-695 (ENPP1 inhibitor),,,,,,,SRC02346,,
PRD0613,S0146,AVA-NP-695,ENPP1 inhibitor,Best-in-class small molecule ENPP1 inhibitor targeting cGAS/STING pathway; stabilizes cGAMP to restore STING activation; drives type I IFN production and immune infiltration; reduces EMT-associated metastatic potential. ,,,,Preclinical; entering clinical trials in 2026,SRC02360,HIGH,
PRD0614,S0146,AVA-ADR (AVA-ADR-001),ADAR1 p150 inhibitor,First-in-class small molecule inhibitor of ADAR1 p150 targeting the Zα-domain; upregulates interferon pathway; demonstrates synthetic lethality in high-IFN tumors; reverses resistance to checkpoint inhibitors. Published ,,,,Preclinical,SRC02360,HIGH,
PRD0615,S0146,AVA-ERL,Radioligand therapeutic,First-in-class tumor-specific radioligand for precision medicine; selectively binds tumor cells with high target expression; delivers focused radiation to kill cancer cells while minimizing exposure to healthy tissue.,,,,Discovery,SRC02360,HIGH,
PRD0616,S0146,AVA-NP,ENPP1 inhibitor (next-gen),ENPP1-targeting asset in discovery stage.,,,,Discovery,SRC02354,MEDIUM,
PRD0617,S0148,HRX Transit Trolley with Laptop Compartment,Laptop Trolley,Polypropylene hard shell trolley with laptop compartment; 5-year warranty,,D2C direct pricing,2025-08-13,active,SRC02378,HIGH,
PRD0618,S0148,HRX Force Urban 2.0 Twill Trolley,Trolley Bag,Polypropylene hard shell trolley with laptop compartment; 5-year warranty,,D2C direct pricing,2025-08-13,active,SRC02378,HIGH,
PRD0619,S0148,HRX Zanzibar Small Cabin Suitcase (56cm),Cabin Bag,Polypropylene hard shell cabin trolley with 8 wheels; 5-year warranty,,D2C direct pricing,2025-08-13,active,SRC02378,HIGH,
PRD0620,S0148,HRX Madrid Small Cabin Suitcase (56cm),Cabin Bag,Polypropylene hard shell cabin trolley with 8 wheels; 5-year warranty,,D2C direct pricing,2025-08-13,active,SRC02378,HIGH,
PRD0621,S0148,HRX Helium Small Cabin Suitcase (56cm),Cabin Bag,Polycarbonate hard shell cabin trolley with 8 wheels; 5-year warranty,,D2C direct pricing,2025-08-13,active,SRC02378,HIGH,
PRD0622,S0148,HRX Kyoto Small Cabin Suitcase (56cm),Cabin Bag,Polypropylene hard shell cabin trolley with 8 wheels; 5-year warranty,,D2C direct pricing,2025-08-13,active,SRC02378,HIGH,
PRD0623,S0148,HRX Madrid Hard Body Set of 3 Luggage,Trolley Set,3-piece polypropylene set (cabin+medium+large); 8 wheels; 5-year warranty,,D2C direct pricing,2025-08-13,active,SRC02378,HIGH,
PRD0624,S0148,Snitch Loop Cabin Trolley (56cm),Cabin Bag,Polypropylene hard shell cabin trolley; 5-year warranty; fashion-first design,,D2C direct pricing,2026-08-15,active,SRC02378,HIGH,
PRD0625,S0148,Snitch Rubik Polycarbonate Laptop Cabin Trolley,Laptop Trolley,Polycarbonate hard shell laptop cabin trolley with 8 wheels; 5-year warranty,,D2C direct pricing,2026-08-15,active,SRC02378,HIGH,
PRD0626,S0148,Snitch Vector Polypropylene Cabin Trolley,Cabin Bag,Polypropylene hard shell cabin trolley with 8 wheels; 5-year warranty,,D2C direct pricing,2026-08-15,active,SRC02378,HIGH,
PRD0627,S0148,Rare Rabbit Gallardo Polycarbonate Laptop Trolley,Laptop Trolley,Premium polycarbonate hard shell with built-in TSA lock; up to 10-year warranty,,D2C direct pricing,2026-05-21,active,SRC02378,HIGH,
PRD0628,S0148,Rare Rabbit Tony Trolley Hard Shell,Trolley Bag,"Premium polycarbonate hard shell with diagonal matte texture, built-in TSA lock; up to 10-year warranty",,D2C direct pricing,2026-05-21,active,SRC02378,HIGH,
PRD0629,S0148,Rare Rabbit Gallardo Trolley Hard Shell,Trolley Bag,"Premium polycarbonate hard shell with carbon weave finish, built-in TSA lock; up to 10-year warranty",,D2C direct pricing,2026-05-21,active,SRC02378,HIGH,
PRD0630,S0148,HRX Overdrive Soft Body,Soft Luggage,Soft-body trolley for weekend/casual travel,,D2C direct pricing,2025-08-13,active,SRC02378,HIGH,
PRD0631,S0153,CyRo,Robotic System,"Dual-arm, vision-guided robotic system for handling unknown objects with human-like dexterity. 18-21 DOF. Powered by real-time perception and force-aware manipulation.",,,2024,Commercial,SRC02426,HIGH,
PRD0632,S0153,CyNoid - 7A,Robotic System,Mobile robotic system with three 7-axis arms (7-DOF) for complex tasks in tight spaces.,,,2025,Commercial,SRC02426,HIGH,
PRD0633,S0153,Mantroid,Robotic System,Three-wheeled robotic system with height adjustability and extended reach for logistics and retrieval tasks.,,,2025,Coming Soon,SRC02426,MEDIUM,
PRD0634,S0153,CLX1 Vision Stack,Software/Hardware Vision Platform,"Intelligence stack that perceives unseen objects and breaks them into geometry, texture, reflectance, and grasp possibilities. Uses event imaging, liquid lens optics, optical convergence, temporal imaging, hierarchical d",,,2024,Commercial,SRC02426,HIGH,
PRD0635,S0153,Object Intelligence Platform,Software Platform,Commercial-ready OI platform enabling robots to learn and manipulate unknown objects within seconds. Research collaboration with IISc.,,,2026-02-13,Commercial,SRC02421,HIGH,
PRD0636,S0153,Object Computers,Hardware System,Vision-enabled systems granting robots true perception to adapt on the fly to any product without pre-training.,,,2025,Commercial,SRC02439,MEDIUM,
PRD0637,S0154,Virtual Accounts (USD),Global Banking,Multi-currency virtual accounts enabling Indian exporters to receive international payments,,"Flat fees, zero FX margin",,active,SRC02457,HIGH,
PRD0638,S0154,Instant FIRA,Compliance,Instant Foreign Inward Remittance Advice generation for export collections,,Included,,active,SRC02457,HIGH,
PRD0639,S0154,Global Banking Infrastructure,Payments,API-based global banking infrastructure for cross-border B2B payments,,Flat fees,,active,SRC02457,HIGH,
PRD0640,S0156,Data Acquisition Avionic Chip (Multi-function),Data Acquisition,55nm UMC fab; for space sector; identified Space customer,,,,Fabricated and undergoing customer evaluation,SRC00059,HIGH,
PRD0641,S0156,BLDC Controller Chipset,Motor Control,"90% indigenous BOM; Chip-1 uses indigenous RISC-V Microprocessor; Chip-2 Quad Gate Driver with DC-DC; Chip-3 Power MOSFET; 110nm UMC fab; for Fan, Exhaust, Solar, Power Inverter",,,,Controller chip in Fabrication; Gate Driver-MOSFET chip Fabricated and undergoing customer evaluation,SRC00059,HIGH,
PRD0642,S0156,Precision Motor-Control Chip using RISC-V Microprocessor,Motor Control,"55nm UMC fab; for Drones, EV and industrial automation",,,,Fabricated and undergoing testing,SRC00059,HIGH,
PRD0643,S0156,Energy Metering Chip,Smart Energy,180nm TSMC fab; for energy meter,,,,Fabricated and tested,SRC00059,HIGH,
PRD0644,S0156,Bridge Applications Chip,Consumer/Industrial,180nm TSMC fab; for weighing scale and Force Touch application,,,,Fabricated and tested,SRC00059,HIGH,
PRD0645,S0156,Analog Front Ends,Standard IC Product,"High-performance, ultra-precise interfaces between physical world and digital systems",,,,Available,SRC02476,HIGH,
PRD0646,S0156,Digital Signal Controller ICs,Standard IC Product,"High-reliability DSC ICs for space and defense; self-healing, ML-enhanced",,,,Available,SRC02476,HIGH,
PRD0647,S0156,Motor Control ICs,Standard IC Product,"For drones, EVs, industrial machinery; optimized for feedback control and real-time monitoring",,,,Available,SRC02476,HIGH,
PRD0648,S0156,Smart Energy Silicon IPs,Standard IC Product,"Energy-efficient ICs for energy meters, solar management, grid systems",,,,Available,SRC02476,HIGH,
PRD0649,S0156,Health Monitoring ICs,Standard IC Product,"Medical-grade analog ICs for wearables, heart rate monitors, ECG devices",,,,Available,SRC02476,HIGH,
PRD0650,S0156,Data Acquisition Avionic Chip,Data Acquisition,55nm UMC; space sector; identified Space customer,,,,Fabricated; customer evaluation,SRC00059,HIGH,
PRD0651,S0156,BLDC Controller Chipset,Motor Control,90% indigenous BOM; Chip-1 uses indigenous RISC-V Microprocessor; Chip-2 Quad Gate Driver; Chip-3 Power MOSFET; 110nm UMC; Fan/Exhaust/Solar/Power Inverter,,,,Controller in Fabrication; Gate Driver-MOSFET fabricated; customer evaluation,SRC00059,HIGH,
PRD0652,S0156,Precision Motor-Control Chip (RISC-V),Motor Control,"55nm UMC; Drones, EV, industrial automation",,,,Fabricated; testing,SRC00059,HIGH,
PRD0653,S0157,Get SET Early,digital therapeutics / diagnostics,Patented eye-tracking autism screening technology with exclusive global licence; CDSCO approved; screens children as young as 1 year old,,unknown,unknown,active,SRC02481,HIGH,
PRD0654,S0157,Clinical Therapy (ABA),therapy services,Applied behaviour analysis therapy for neurodivergent children; in-house trained therapists,,unknown,2022,active,SRC02487,HIGH,
PRD0655,S0157,Inclusive Schooling,education services,Inclusive education for neurodivergent children,,unknown,unknown,active,SRC02482,MEDIUM,
PRD0656,S0157,Therapist Training Programme,education / training,BHCOE-accredited therapist training institute; Asia's only such programme,,unknown,unknown,active,SRC02482,HIGH,
PRD0657,S0158,SUGAR Cosmetics (main brand),Makeup & Beauty,"Core brand: lipsticks, foundations, kajal, eyeliners, mascaras, blushes, compacts, nail lacquers, skincare. Includes sub-lines: SUGAR POP (value range), SUGAR (premium range). Products include Glide Peptide Serum Lipstic",,"Retail (₹199-₹1,399 range)",2015,active,SRC02499,HIGH,
PRD0658,S0158,SUGAR POP,Value makeup & beauty,"Sub-brand under SUGAR: affordable range including SUGAR POP HD Liquid Foundation, SUGAR POP 4 in 1 Satin Matte Lipstick Kit, SUGAR POP 20 HR Longwear Compact, SUGAR Play lip crayons and glosses. Positioned under ₹249 sto",,Value retail (₹199-₹699 range),UNKNOWN,active,SRC02500,HIGH,
PRD0659,S0158,ENN,Beauty brand,"Referenced as one of four operating brands by Inc42 (Sep 2026). No dedicated product page found on sugarcosmetics.com; may be discontinued, rebranded, or not yet launched.",,UNKNOWN,UNKNOWN,UNKNOWN,SRC02497,MEDIUM,"Inc42 states 'SUGAR operates four brands – SUGAR, POP, ENN, and Quench Botanics' but ENN page returns 404 on company website"
PRD0660,S0158,Quench Botanics,Beauty/skincare brand,"Referenced as one of four operating brands by Inc42 (Sep 2026). No dedicated product page found on sugarcosmetics.com; may be discontinued, rebranded, or not yet launched.",,UNKNOWN,UNKNOWN,UNKNOWN,SRC02497,MEDIUM,"Inc42 states 'SUGAR operates four brands – SUGAR, POP, ENN, and Quench Botanics' but Quench Botanics page returns 404 on company website"
