investor_id,name,type,geography,companies_backed,rounds_participated,sectors,stages,cities,lead_investments,portfolio_notes
INV1178,Namita Thapar (50 lakh),,,1,1,D2C Streetwear / Fashion,Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1179,Rajesh Raheja (3 Cr),,,1,1,D2C Streetwear / Fashion,Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1180,Over 20 other investors,,,1,1,D2C Streetwear / Fashion,Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1181,Radhakrishna Ramnarain Pvt,Family Office,India,1,1,D2C Streetwear / Fashion,,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1182,Namita Thapar,Angel,India,1,1,D2C Streetwear / Fashion,,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1183,Phoenix Family Office,,,1,1,D2C Streetwear / Fashion,,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1184,Ashish Kacholia (~$3M),,,1,1,AI Drug Discovery / Biotech,Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1185,pi Ventures ($1.25M),,,1,1,AI Drug Discovery / Biotech,Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1186,Anicut Capital ($1M),,,1,1,AI Drug Discovery / Biotech,Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1187,AC Ventures,,,1,2,AI Drug Discovery / Biotech,; Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1188,JITO Incubation,,,1,1,AI Drug Discovery / Biotech,Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1189,LVX,,,1,1,AI Drug Discovery / Biotech,Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1190,JJ Family and Angels,,,1,1,AI Drug Discovery / Biotech,Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1191,IAN Alpha Fund,VC,India,3,8,Logistics SaaS / AI supply chain optimization; Semiconductors / Fabless chip design; industrial robotics / autonomous mobile robots,; Pre-Series A; Series A,Bengaluru,2,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1192,Naga,,,1,2,Logistics SaaS / AI supply chain optimization,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1193,Dallas Venture Capital,,,1,3,Logistics SaaS / AI supply chain optimization,; Series A Extension,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1194,Avataar Ventures,,,1,1,SaaS / Customer Loyalty,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1195,8i Ventures,,,2,5,Fintech / Banking Infrastructure; Wealthtech / Mutual Fund Advisory,; Seed; Series A; Series B,Bengaluru; Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1196,DeVC,,,1,3,Wealthtech / Mutual Fund Advisory,; Seed; Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1197,"Uni Cards investors (Lightspeed, Accel, General Catalyst, Eight Roads, Elevation Capital)",,,1,1,Wealthtech / Mutual Fund Advisory,Pre-seed / Spin-off,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1198,Stellaris,,,1,3,proptech listings,seed; series_a,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1199,Orios,,,1,2,proptech listings,series_a,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1200,Stride,,,1,2,proptech listings,series_a; venture_debt,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1201,Mukesh Bansal,,,1,1,proptech listings,series_a,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1202,Aakrit Vaish,,,1,1,proptech listings,series_a,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1203,Miten Sampat,,,1,1,proptech listings,series_a,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1204,Stellaris Venture Partners,VC,Bengaluru,4,12,AI; ecommerce / home decor D2C; fintech / credit cards; proptech listings,; Angel; Seed; Series A; Series B; seed,Bengaluru; Kolkata; Mumbai,2,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1205,RJ Corp,,,1,2,climate renewables,; private_equity,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1206,Enam,,,1,1,climate renewables,private_equity,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1207,Akash Bhansali,,,1,1,climate renewables,private_equity,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1208,Hero,,,1,2,climate renewables,; private_equity,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1209,DLF,,,1,2,climate renewables,; private_equity,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1210,Poonawalla family office,family_office,India,1,2,climate renewables,; private_equity,Noida,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1212,Acacia Inclusion,,,1,1,ev battery swapping,pre_series_c,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1213,PC-SBI Kurashi Visionary Fund,,,1,1,ev battery swapping,pre_series_c,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1214,Rising Tide Ventures,VC,India,1,3,ev battery swapping,; series_c,Gurugram,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1215,Ecosystem Integrity Fund,impact_fund,US,1,2,ev battery swapping,; series_c,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1216,LeapFrog Investments,impact_fund,London,3,3,auto marketplace; ev battery swapping; insurtech,; Series C; Series E,Gurugram; Jaipur,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1217,Uber,,,1,3,mobility / fleet management,; Series B,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1218,Peak XV Surge,VC,"Bengaluru, India",1,1,travel villas,Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1219,Peak XV Partners (Surge),VC,"Bengaluru, India",2,5,enterprise AI CRM; travel villas,Seed; Series A; pre-Series A / Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1220,Kettleborough VC,,,1,2,travel villas,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1221,Naveen Kukreja,,,1,1,travel villas,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1222,9+ others,,,1,1,travel villas,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1223,Galaxy Interactive,,,1,3,gaming studio,; Series A,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1224,Animoca Brands,,,1,3,gaming studio,; Series A,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1225,Blue Asva Varenya Fund,,,1,1,Robotics / DeepTech,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1226,FBC Venture Partners,,,1,1,Robotics / DeepTech,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1227,Spearhead Capital,,,1,1,Robotics / DeepTech,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1228,ARTPARK,,,1,2,Spacetech / Laser Communications,; Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1229,Manish Jain,,,1,2,Spacetech / Laser Communications,; Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1230,Jacob Hansen Family Trust,,,1,2,Robotics / AMR,; Seed,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1231,Krishnaswamy Vijay,,,1,1,Robotics / AMR,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1232,Fundamentum Partnership,,,1,2,Fintech / Banking Infrastructure,; Series B,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1233,Accion Venture Labs,,,1,2,Fintech / Banking Infrastructure,; Series B,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1234,GMO Venture Partners,,,1,2,Fintech / Banking Infrastructure,; Series B,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1235,Rockstud Capital,VC,India,1,3,spacetech / defence-photonics,; seed,Pune,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1236,global and domestic investors,,,1,1,spacetech / defence-photonics,seed,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1237,Susquehanna Asia VC,VC,USA,2,4,ecommerce / home decor D2C; travel-tech / visas,; Angel; Series C,Delhi NCR; Kolkata,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1238,Long Journey Ventures,,,1,1,travel-tech / visas,Series C,Delhi NCR,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1239,MakeMyTrip,,,1,2,travel-tech / visas,; Series C,Delhi NCR,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1240,Havells India,Corporate,India,1,3,climate / solar manufacturing,; pre-IPO,Surat,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1241,Nikhil Kamath (Zerodha),,,1,1,climate / solar manufacturing,pre-IPO,Surat,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1242,Vertex Ventures Southeast Asia & India,,,1,3,fintech / credit cards,; Series B,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1243,Bharat Jaisinghani,Angel,India,1,3,cleantech / cooling,; pre-Series A,Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1244,Nitish Mittersain (Nazara founder),,,1,1,cleantech / cooling,pre-Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1245,Nitish Mittersain,,,1,1,cleantech / cooling,,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1246,Mayfield Fund,,,1,2,spacetech launch,Series B,Chennai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1247,Advenza Global,,,1,1,spacetech launch,Series C,Chennai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1248,REA India,,,1,1,proptech services,,Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1249,Two UK family offices,,,1,1,wealthtech,Series C,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1250,UK family offices,,,1,1,wealthtech,,Gurugram,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1251,Sixth Sense Ventures,,,2,3,b2b retail supply; logistics supply chain,; Pre-Series B; Series C,Gurugram; Indore,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1252,Flourish Ventures,,,1,1,legaltech ai,Seed/Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1253,Antler,,,1,1,legaltech ai,Seed/Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1254,GSF Investors,VC,India,1,3,Edtech / AI,; Pre-Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1255,PE investors,,,1,1,fintech/microfinance,PE Share Sale,Kolkata,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1256,Piramal Alternatives,,,1,2,fintech/microfinance,PE Share Sale (CCPS),Kolkata,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1257,Nuveen,,,1,1,fintech/microfinance,PE Share Sale (CCPS),Kolkata,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1258,European DFI,,,1,1,fintech/microfinance,PE Share Sale (CCPS),Kolkata,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1259,US Teachers Insurance and Annuity Association,,,1,1,fintech/microfinance,IPO (DRHP filed),Kolkata,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1260,Michael & Susan Dell Foundation,,,1,1,fintech/microfinance,IPO (DRHP filed),Kolkata,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1261,Aavishkaar Goodwell India Microfinance Development Company-II,,,1,1,fintech/microfinance,IPO (DRHP filed),Kolkata,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1262,Tano Capital,,,1,1,fintech/microfinance,IPO (DRHP filed),Kolkata,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1263,TR Capital III Mauritius,,,1,1,fintech/microfinance,IPO (DRHP filed),Kolkata,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1264,Danish Sustainable Development Goals Investment Fund,,,1,1,fintech/microfinance,IPO (DRHP filed),Kolkata,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1265,Aavishkaar Group,,,1,1,fintech/microfinance,,Kolkata,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1266,India-Japan Fund,,,1,2,ev/2-wheeler,; Preferential,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1267,IJF,,,1,1,ev/2-wheeler,Preferential,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1268,Founders,,,1,1,ev/2-wheeler,Preferential,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1269,Mirae Asset Venture Investment,Venture capital,South Korea,1,7,wealthtech,; Maiden Round; Pre-seed / Talks,Delhi NCR,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1270,Antler India,VC,India,1,6,ai / voice ai,; Pre-Series A; Series A,Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1271,Ajay Agarwal,,,1,2,ai / voice ai,Pre-Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1272,Sharad Sanghi,,,1,1,ai / voice ai,Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1273,Paula Mariwala,,,1,1,ai / voice ai,Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1274,{'name': 'Prath Ventures'},,,1,2,petcare / D2C pet nutrition,Growth capital,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1275,Prath Ventures,VC,India,2,4,fashion / d2c; petcare / D2C pet nutrition,; Pre-Series A,Chandigarh; Mumbai,2,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1276,{'name': 'Inflection Point Ventures'},,,1,4,mobility / used-car leasing,Pre-Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1277,{'name': 'LC Nueva Investment Partners'},,,1,2,mobility / used-car leasing,Equity,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1278,"{'name': ""Founder's Room Capital""}",,,1,1,mobility / used-car leasing,Equity,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1279,{'name': 'LC Nueva'},,,1,2,mobility / used-car leasing,Pre-Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1280,{'name': 'Mufin'},,,1,1,mobility / used-car leasing,Pre-Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1281,{'name': 'LC Nueva AIF'},,,1,2,mobility / used-car leasing,Bridge Round,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1282,LC Nueva,,,1,1,mobility / used-car leasing,,Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1283,Inflection Point Ventures,,,2,3,healthtech payments; mobility / used-car leasing,; Seed,Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1284,{'name': 'WaterBridge Ventures'},,,1,2,insurtech / B2B commercial insurance,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1285,{'name': 'Nikhil Kamath'},,,1,2,data centres / digital infrastructure,Growth capital,Hyderabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1286,{'name': 'Sreeram Reddy Vanga'},,,1,2,data centres / digital infrastructure,Growth capital,Hyderabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1287,Sreeram Reddy Vanga,,,1,1,data centres / digital infrastructure,,Hyderabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1288,Baring Private Equity Partners India,,,2,9,enterprise AI video generation; spacetech analytics,; Pre-Series A; Series A,Bengaluru; Gurugram,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1289,Z3Partners,,,1,2,enterprise AI video generation,Series A,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1290,Bajaj Finance,,,1,2,enterprise AI video generation,pre-Series A / seed,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1291,IIT Kanpur alumni network,,,1,2,EV battery technology,Seed,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1292,Associates,,,1,2,"semiconductor design (RF chips, GaN)",Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1293,Venture Catalysts angel network,,,1,2,AI data infrastructure,; pre-seed,Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1294,Helena,,,1,3,EV motorcycles,; growth equity,Ahmedabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1295,Japan Airlines,,,1,3,EV motorcycles,; growth equity,Ahmedabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1296,TransLink Innovation Fund,,,1,2,EV motorcycles,growth equity,Ahmedabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1297,SMSC,,,1,2,EV motorcycles,growth equity,Ahmedabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1298,Verlinvest,,,1,7,D2C footwear,; Series B,Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1299,AngelList India,,,1,1,D2C footwear,Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1300,Abhiraj Singh Bhal,,,1,2,D2C footwear,Series B,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1301,Bhaane Retail,,,1,1,D2C footwear,Series B,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1302,Ajit Mohan,,,1,2,D2C footwear,Series B,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1303,Anand Ahuja,,,1,1,D2C footwear,Series B,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1304,CDPQ,,,1,3,SaaS/customer engagement,; Series D,Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
